contentId,BOOKMARK,COMMENT CREATED,FOLLOW,LIKE,VIEW,virality
-8704908797766843570,0.0,0.0,0.0,0.0,4.0,4.0
-8700857105739861338,0.0,0.0,1.0,1.0,14.0,43.0
-8689798332822398451,1.0,0.0,1.0,0.0,10.0,135.0
-8689461307495241608,0.0,0.0,0.0,0.0,3.0,3.0
-8686523832043452855,0.0,0.0,0.0,0.0,1.0,1.0
-8681175158863587641,0.0,0.0,0.0,0.0,4.0,4.0
-8680242653057858999,0.0,0.0,0.0,2.0,24.0,32.0
-8677396111092711799,0.0,0.0,0.0,3.0,7.0,19.0
-8669770849634489893,0.0,1.0,0.0,3.0,23.0,45.0
-8658069499367979499,0.0,2.0,2.0,3.0,6.0,88.0
-8657415528200615063,2.0,0.0,0.0,3.0,46.0,258.0
-8651474460024926245,0.0,0.0,0.0,1.0,3.0,7.0
-8641360668993633978,0.0,0.0,0.0,0.0,6.0,6.0
-8635809464649679621,0.0,0.0,0.0,0.0,1.0,1.0
-8632408281960398473,1.0,0.0,0.0,0.0,19.0,119.0
-8627051188605351707,4.0,2.0,2.0,7.0,92.0,590.0
-8618420761918493321,0.0,9.0,0.0,5.0,46.0,156.0
-8615957592921855596,0.0,0.0,0.0,1.0,14.0,18.0
-8615008595949058842,1.0,1.0,1.0,1.0,6.0,145.0
-8606063418076691067,0.0,0.0,1.0,0.0,32.0,57.0
-8591127493017117985,0.0,0.0,0.0,0.0,12.0,12.0
-8587352636561360574,0.0,0.0,0.0,2.0,12.0,20.0
-8582642829303844420,0.0,0.0,0.0,1.0,12.0,16.0
-8578355592291788601,0.0,0.0,0.0,0.0,1.0,1.0
-8535131855706279960,0.0,0.0,0.0,0.0,4.0,4.0
-8529522981244750831,0.0,0.0,0.0,0.0,18.0,18.0
-8526359231369823784,0.0,1.0,0.0,0.0,12.0,22.0
-8520302351158933500,0.0,0.0,0.0,0.0,3.0,3.0
-8518096793350810174,2.0,1.0,1.0,18.0,134.0,441.0
-8512859527034085078,1.0,0.0,0.0,1.0,4.0,108.0
-8512461968928613053,0.0,0.0,0.0,1.0,36.0,40.0
-8511291357261863413,5.0,1.0,1.0,5.0,62.0,617.0
-8510490754427841940,0.0,0.0,0.0,2.0,9.0,17.0
-8508606815368130888,0.0,0.0,0.0,1.0,29.0,33.0
-8508598439431879680,0.0,0.0,0.0,1.0,3.0,7.0
-8502883448980287228,0.0,0.0,0.0,0.0,2.0,2.0
-8497895589300643949,0.0,0.0,0.0,1.0,27.0,31.0
-8489944755890710748,0.0,0.0,0.0,0.0,3.0,3.0
-8480712303720557641,2.0,0.0,0.0,0.0,21.0,221.0
-8467102776052559275,3.0,0.0,0.0,1.0,32.0,336.0
-8464215556093549753,0.0,0.0,0.0,0.0,2.0,2.0
-8460222552900599049,0.0,0.0,0.0,0.0,5.0,5.0
-8449536481786923901,0.0,0.0,0.0,0.0,7.0,7.0
-8445686000003509032,0.0,0.0,0.0,0.0,1.0,1.0
-8427763028519233712,1.0,0.0,0.0,1.0,8.0,112.0
-8426084422061984285,0.0,0.0,0.0,0.0,4.0,4.0
-8418620743404378592,0.0,0.0,0.0,0.0,1.0,1.0
-8412113620940365599,0.0,0.0,0.0,2.0,23.0,31.0
-8404657131309965885,0.0,0.0,0.0,4.0,47.0,63.0
-8392586470872505716,0.0,3.0,3.0,5.0,15.0,140.0
-8391512412740651574,1.0,0.0,0.0,0.0,5.0,105.0
-8388400806941996172,0.0,0.0,0.0,0.0,1.0,1.0
-8381230866408697127,1.0,4.0,4.0,9.0,100.0,376.0
-8377626164558006982,3.0,4.0,5.0,4.0,37.0,518.0
-8370744479086515302,1.0,3.0,2.0,6.0,52.0,256.0
-8369610219380465981,1.0,0.0,1.0,5.0,25.0,170.0
-8368414190009234878,0.0,0.0,1.0,0.0,5.0,30.0
-8353590933060505654,0.0,0.0,0.0,0.0,3.0,3.0
-8349788035147634450,0.0,0.0,1.0,1.0,15.0,44.0
-8343581376353287618,0.0,0.0,0.0,1.0,1.0,5.0
-8340365043226490059,2.0,0.0,0.0,3.0,28.0,240.0
-8314629309720421219,1.0,2.0,3.0,2.0,49.0,252.0
-8312968399134741370,0.0,1.0,1.0,6.0,17.0,76.0
-8311338126170554747,2.0,0.0,0.0,2.0,3.0,211.0
-8287402887944984163,4.0,0.0,0.0,5.0,31.0,451.0
-8286289711960957081,0.0,0.0,0.0,0.0,1.0,1.0
-8282357075607822317,1.0,0.0,0.0,1.0,21.0,125.0
-8279505492976427918,1.0,3.0,0.0,6.0,35.0,189.0
-8278633353687754322,0.0,0.0,0.0,1.0,9.0,13.0
-8278375716950339547,0.0,0.0,0.0,0.0,10.0,10.0
-8277924497842156608,0.0,0.0,0.0,3.0,20.0,32.0
-8259953995965151136,0.0,0.0,0.0,0.0,8.0,8.0
-8258529658421542282,3.0,0.0,0.0,1.0,32.0,336.0
-8257579276626076787,0.0,0.0,0.0,0.0,9.0,9.0
-8254222281357012124,1.0,0.0,0.0,0.0,14.0,114.0
-8248141950199177506,1.0,0.0,0.0,2.0,13.0,121.0
-8245663037926520114,0.0,0.0,0.0,1.0,9.0,13.0
-8244000618837043328,0.0,1.0,1.0,0.0,12.0,47.0
-8243488279185272615,1.0,9.0,4.0,4.0,68.0,374.0
-8239286201029609369,0.0,0.0,0.0,0.0,1.0,1.0
-8222568914848295086,1.0,0.0,0.0,1.0,20.0,124.0
-8208801367848627943,8.0,8.0,8.0,25.0,217.0,1397.0
-8204817396973648779,0.0,0.0,0.0,1.0,36.0,40.0
-8202212195240926680,0.0,0.0,0.0,0.0,1.0,1.0
-8196748324041706598,0.0,0.0,0.0,0.0,2.0,2.0
-8194774279664546436,0.0,0.0,0.0,0.0,11.0,11.0
-8193923078932592165,0.0,0.0,0.0,0.0,24.0,24.0
-8190931845319543363,2.0,3.0,4.0,10.0,77.0,447.0
-8189315446782327370,6.0,0.0,0.0,3.0,21.0,633.0
-8187220755213888616,1.0,0.0,0.0,2.0,32.0,140.0
-8167536150098135304,0.0,0.0,0.0,2.0,18.0,26.0
-8159730897893673528,4.0,0.0,0.0,7.0,75.0,503.0
-8158171393641147845,1.0,0.0,0.0,0.0,19.0,119.0
-8149429101569453081,2.0,0.0,0.0,3.0,18.0,230.0
-8146108036639482450,0.0,2.0,2.0,0.0,5.0,75.0
-8145607370067359341,1.0,0.0,0.0,3.0,25.0,137.0
-8142426490949346803,0.0,3.0,0.0,7.0,27.0,85.0
-8141818108252244664,0.0,0.0,0.0,0.0,5.0,5.0
-8123488152283046553,1.0,0.0,0.0,1.0,8.0,112.0
-8123434787655959885,0.0,0.0,0.0,0.0,8.0,8.0
-8119612270825155371,0.0,0.0,0.0,0.0,4.0,4.0
-8099709040471107382,0.0,0.0,0.0,0.0,1.0,1.0
-8099145207792678586,1.0,3.0,0.0,3.0,22.0,164.0
-8085935119790093311,3.0,8.0,0.0,4.0,53.0,449.0
-8083832514395551465,0.0,0.0,0.0,0.0,1.0,1.0
-8068727428160395745,0.0,0.0,0.0,0.0,2.0,2.0
-8052188270551570124,1.0,1.0,1.0,1.0,23.0,162.0
-8047634385511625486,1.0,0.0,0.0,1.0,14.0,118.0
-8043889175123948305,7.0,2.0,2.0,8.0,61.0,863.0
-8041742992841055506,0.0,0.0,0.0,0.0,3.0,3.0
-8031358134051918098,3.0,0.0,1.0,1.0,22.0,351.0
-8030181764663752939,0.0,0.0,0.0,1.0,7.0,11.0
-8026099268928087567,0.0,0.0,0.0,0.0,6.0,6.0
-8025433077701076525,0.0,0.0,0.0,2.0,4.0,12.0
-8018192200278263695,0.0,0.0,0.0,0.0,33.0,33.0
-8018088591294066196,0.0,1.0,1.0,2.0,20.0,63.0
-8009994379436553252,0.0,0.0,0.0,0.0,2.0,2.0
-8009527121402763559,0.0,0.0,0.0,1.0,20.0,24.0
-7992053163122498177,1.0,0.0,0.0,2.0,20.0,128.0
-7990179956144740367,0.0,0.0,0.0,2.0,20.0,28.0
-7986975759046428357,2.0,3.0,3.0,7.0,40.0,373.0
-7977868424702448788,0.0,0.0,0.0,0.0,5.0,5.0
-7959318068735027467,2.0,0.0,0.0,1.0,14.0,218.0
-7953698795259311774,0.0,0.0,0.0,1.0,5.0,9.0
-7926018713416777892,0.0,0.0,0.0,0.0,2.0,2.0
-7925445844362296966,0.0,0.0,0.0,0.0,1.0,1.0
-7908990633460844158,1.0,0.0,0.0,3.0,18.0,130.0
-7905002887579197656,0.0,0.0,0.0,0.0,1.0,1.0
-7900768082301348135,0.0,0.0,0.0,0.0,3.0,3.0
-7895534832212398576,1.0,0.0,0.0,0.0,21.0,121.0
-7891960098457323262,2.0,1.0,0.0,2.0,7.0,225.0
-7891293130731329672,0.0,0.0,1.0,2.0,41.0,74.0
-7879096649194981370,0.0,0.0,0.0,3.0,20.0,32.0
-7876497512693688413,4.0,0.0,0.0,2.0,23.0,431.0
-7875485745277808506,0.0,0.0,0.0,0.0,2.0,2.0
-7862677531530632089,0.0,0.0,0.0,0.0,31.0,31.0
-7838000919054582150,0.0,0.0,0.0,1.0,31.0,35.0
-7833921387228274142,0.0,0.0,0.0,0.0,3.0,3.0
-7826213337362450520,0.0,2.0,3.0,3.0,44.0,151.0
-7820640624231356730,1.0,0.0,0.0,0.0,10.0,110.0
-7812176982819372240,0.0,2.0,2.0,1.0,38.0,112.0
-7809508238092432842,1.0,0.0,1.0,3.0,41.0,178.0
-7805090055463938263,0.0,0.0,0.0,0.0,4.0,4.0
-7796858148829878756,0.0,0.0,0.0,0.0,2.0,2.0
-7780475830807410936,0.0,0.0,0.0,0.0,4.0,4.0
-7777013191403056825,0.0,0.0,0.0,0.0,15.0,15.0
-7766518409111702133,0.0,0.0,0.0,0.0,1.0,1.0
-7762049078455894395,0.0,0.0,0.0,0.0,5.0,5.0
-7732246497578572511,0.0,0.0,0.0,0.0,1.0,1.0
-7726397374158219907,0.0,0.0,0.0,2.0,9.0,17.0
-7722236679806608274,0.0,0.0,0.0,0.0,44.0,44.0
-7714713652743527644,0.0,1.0,0.0,5.0,13.0,43.0
-7702672626132856079,0.0,0.0,0.0,0.0,8.0,8.0
-7691630854548349557,0.0,1.0,1.0,1.0,13.0,52.0
-7685837606421530296,0.0,0.0,0.0,0.0,1.0,1.0
-7684863035595645318,0.0,0.0,0.0,1.0,2.0,6.0
-7681408188643141872,9.0,2.0,0.0,15.0,63.0,1043.0
-7673844339521298105,0.0,0.0,0.0,0.0,3.0,3.0
-7666273193533605701,0.0,0.0,0.0,0.0,4.0,4.0
-7660505434580831027,0.0,2.0,1.0,4.0,63.0,124.0
-7655127094029937288,0.0,0.0,0.0,0.0,4.0,4.0
-7646922141533719881,5.0,0.0,1.0,5.0,47.0,592.0
-7646489242554562522,0.0,0.0,0.0,1.0,20.0,24.0
-7639185658532886960,1.0,0.0,1.0,2.0,12.0,145.0
-7638840925036528150,0.0,0.0,0.0,1.0,4.0,8.0
-7627738093477170171,2.0,0.0,0.0,1.0,3.0,207.0
-7627277742224639768,1.0,0.0,0.0,0.0,6.0,106.0
-7623502978685822577,2.0,0.0,0.0,9.0,52.0,288.0
-7620438371471449873,0.0,0.0,1.0,0.0,19.0,44.0
-7613994611628693820,0.0,6.0,0.0,6.0,19.0,103.0
-7586203274767893481,1.0,0.0,0.0,2.0,13.0,121.0
-7585525446062170144,0.0,0.0,0.0,0.0,13.0,13.0
-7584037043735285197,0.0,0.0,0.0,7.0,21.0,49.0
-7580433478964181862,0.0,0.0,0.0,2.0,15.0,23.0
-7571123172959828025,0.0,0.0,0.0,0.0,5.0,5.0
-7570652411388243006,1.0,1.0,1.0,1.0,33.0,172.0
-7568926158048616650,1.0,0.0,1.0,0.0,3.0,128.0
-7566966163569468290,0.0,0.0,0.0,1.0,33.0,37.0
-7565625515044903967,0.0,0.0,0.0,2.0,16.0,24.0
-7564569805639737618,3.0,3.0,3.0,6.0,34.0,463.0
-7564053678326007415,0.0,0.0,0.0,1.0,5.0,9.0
-7555896091148631419,1.0,0.0,0.0,1.0,20.0,124.0
-7554863616241981368,0.0,0.0,0.0,0.0,2.0,2.0
-7553931975579248065,0.0,0.0,0.0,5.0,34.0,54.0
-7550906488404754851,0.0,0.0,0.0,0.0,27.0,27.0
-7542498020532209188,0.0,0.0,0.0,0.0,6.0,6.0
-7539647701814009718,0.0,0.0,0.0,2.0,24.0,32.0
-7539387928750597096,0.0,0.0,0.0,1.0,29.0,33.0
-7534240757267992657,0.0,0.0,0.0,0.0,2.0,2.0
-7529178973676767391,0.0,0.0,0.0,0.0,3.0,3.0
-7525512143002603676,0.0,0.0,0.0,3.0,19.0,31.0
-7518373517401484139,6.0,1.0,1.0,5.0,79.0,734.0
-7509877147979461087,0.0,0.0,0.0,0.0,3.0,3.0
-7508055250504867652,2.0,3.0,3.0,2.0,28.0,341.0
-7499831854130267106,0.0,0.0,0.0,0.0,6.0,6.0
-7492067511846042603,0.0,0.0,0.0,1.0,32.0,36.0
-7485130558326482162,0.0,0.0,0.0,1.0,15.0,19.0
-7484960773951920439,0.0,0.0,0.0,2.0,17.0,25.0
-7481609677042800346,0.0,0.0,0.0,2.0,11.0,19.0
-7474372733748503487,2.0,0.0,0.0,1.0,12.0,216.0
-7463572107837163154,1.0,0.0,0.0,0.0,13.0,113.0
-7463305179076477879,0.0,9.0,7.0,9.0,93.0,394.0
-7454907763335725103,1.0,0.0,0.0,0.0,2.0,102.0
-7452761262757182727,1.0,0.0,0.0,0.0,4.0,104.0
-7448252416950961815,0.0,0.0,0.0,0.0,4.0,4.0
-7447329442374055391,1.0,0.0,0.0,1.0,4.0,108.0
-7442296890640709658,0.0,0.0,0.0,0.0,4.0,4.0
-7423191370472335463,1.0,1.0,1.0,5.0,76.0,231.0
-7406587779348496692,0.0,0.0,0.0,0.0,9.0,9.0
-7399665664688732365,0.0,1.0,1.0,2.0,28.0,71.0
-7388035385087807288,0.0,0.0,0.0,0.0,4.0,4.0
-7387185690512762935,2.0,0.0,0.0,3.0,42.0,254.0
-7384231993217222764,0.0,0.0,0.0,1.0,5.0,9.0
-7380550029266431533,0.0,0.0,0.0,1.0,13.0,17.0
-7371144664961016145,0.0,0.0,0.0,1.0,4.0,8.0
-7367898111498277224,0.0,0.0,0.0,0.0,9.0,9.0
-7358932766266901263,0.0,0.0,0.0,0.0,1.0,1.0
-7356135999773525293,0.0,0.0,0.0,0.0,2.0,2.0
-7350631483047993309,0.0,0.0,0.0,0.0,11.0,11.0
-7349721727282676870,0.0,0.0,0.0,3.0,11.0,23.0
-7342604649736473979,1.0,0.0,0.0,4.0,41.0,157.0
-7331393944609614247,1.0,3.0,0.0,4.0,22.0,168.0
-7322744040992592407,0.0,0.0,0.0,0.0,11.0,11.0
-7315032288233856709,0.0,0.0,0.0,1.0,6.0,10.0
-7298164314968527788,0.0,0.0,0.0,1.0,8.0,12.0
-7294716554902079523,4.0,4.0,4.0,14.0,113.0,709.0
-7292285110016212249,0.0,0.0,0.0,0.0,1.0,1.0
-7277691357631151609,0.0,0.0,0.0,1.0,2.0,6.0
-7273935215244206740,0.0,0.0,0.0,1.0,11.0,15.0
-7264217791213422584,0.0,0.0,1.0,4.0,36.0,77.0
-7259527987837041658,0.0,0.0,0.0,0.0,6.0,6.0
-7255737497176527784,0.0,0.0,0.0,0.0,5.0,5.0
-7217198366041991957,0.0,1.0,1.0,6.0,26.0,85.0
-7215110246375999491,1.0,0.0,0.0,2.0,25.0,133.0
-7202774608580336956,0.0,0.0,0.0,1.0,7.0,11.0
-7195227263752331646,3.0,0.0,0.0,0.0,6.0,306.0
-7193893108516217330,1.0,0.0,0.0,0.0,5.0,105.0
-7191607771634445823,1.0,0.0,0.0,1.0,12.0,116.0
-7174595923544719736,1.0,1.0,0.0,4.0,14.0,140.0
-7169261479876586557,0.0,0.0,0.0,4.0,29.0,45.0
-7165716941095296287,0.0,0.0,0.0,0.0,4.0,4.0
-7162567255723313045,5.0,0.0,0.0,3.0,47.0,559.0
-7155846267321183721,0.0,0.0,0.0,1.0,7.0,11.0
-7152753999571084411,0.0,0.0,0.0,0.0,6.0,6.0
-7130425546996181071,0.0,0.0,0.0,1.0,14.0,18.0
-7126520323752764957,2.0,0.0,0.0,1.0,46.0,250.0
-7124339858992523617,0.0,0.0,0.0,0.0,9.0,9.0
-7120369133608664808,2.0,2.0,2.0,7.0,67.0,365.0
-7113155163062752691,5.0,0.0,1.0,8.0,117.0,674.0
-7108012586837980940,0.0,0.0,0.0,0.0,1.0,1.0
-7101541512657907485,0.0,0.0,0.0,0.0,1.0,1.0
-7082978776831463151,0.0,2.0,0.0,0.0,8.0,28.0
-7078081008943106850,2.0,0.0,0.0,0.0,11.0,211.0
-7051470020148066326,0.0,0.0,0.0,2.0,5.0,13.0
-7047448754687279385,1.0,1.0,1.0,5.0,44.0,199.0
-7043209138459666190,0.0,0.0,0.0,3.0,6.0,18.0
-7042078050206929948,0.0,0.0,0.0,0.0,6.0,6.0
-7034660627992927630,1.0,0.0,0.0,1.0,1.0,105.0
-7033990154815318757,0.0,0.0,0.0,0.0,3.0,3.0
-7009536306337650657,0.0,0.0,0.0,1.0,13.0,17.0
-7004749589391210034,1.0,0.0,1.0,1.0,4.0,133.0
-7002558676365724983,0.0,0.0,0.0,0.0,4.0,4.0
-6999747484065183134,0.0,0.0,0.0,0.0,3.0,3.0
-6999287066519531005,1.0,4.0,3.0,1.0,46.0,265.0
-6993279786012379694,0.0,2.0,1.0,2.0,20.0,73.0
-6980020268309524947,1.0,5.0,4.0,5.0,59.0,329.0
-6970201660508635241,0.0,0.0,0.0,0.0,3.0,3.0
-6968139157190736175,0.0,0.0,0.0,0.0,11.0,11.0
-6941293448141178017,0.0,0.0,0.0,0.0,8.0,8.0
-6941221957775073810,0.0,0.0,0.0,1.0,20.0,24.0
-6940923725353716164,0.0,0.0,0.0,2.0,11.0,19.0
-6940659689413147290,1.0,0.0,0.0,1.0,11.0,115.0
-6932442635231192683,0.0,0.0,0.0,1.0,8.0,12.0
-6902744509271060072,0.0,1.0,2.0,0.0,11.0,71.0
-6893108632164641498,1.0,1.0,1.0,2.0,18.0,161.0
-6884335507424704154,0.0,1.0,1.0,0.0,13.0,48.0
-6878119266243511199,0.0,1.0,0.0,0.0,18.0,28.0
-6875247493073242590,0.0,0.0,0.0,0.0,4.0,4.0
-6874540813378776198,1.0,0.0,0.0,0.0,5.0,105.0
-6872546942144599345,1.0,1.0,2.0,10.0,66.0,266.0
-6863138929434705713,0.0,0.0,0.0,2.0,10.0,18.0
-6859363289291329827,0.0,0.0,0.0,0.0,6.0,6.0
-6859269826758227273,0.0,0.0,0.0,0.0,7.0,7.0
-6858665134018491791,3.0,0.0,1.0,4.0,28.0,369.0
-6858240061363309239,1.0,0.0,0.0,1.0,7.0,111.0
-6851896696719147400,0.0,0.0,0.0,0.0,10.0,10.0
-6851425181090952724,0.0,1.0,3.0,2.0,14.0,107.0
-6843047699859121724,17.0,3.0,3.0,24.0,234.0,2135.0
-6840859460575237450,1.0,1.0,0.0,8.0,56.0,198.0
-6836878558969096936,0.0,0.0,0.0,2.0,14.0,22.0
-6829454835237183038,1.0,0.0,0.0,0.0,15.0,115.0
-6820241302436968068,0.0,3.0,2.0,0.0,29.0,109.0
-6817732106250460899,0.0,0.0,0.0,0.0,1.0,1.0
-6817174660103551196,0.0,1.0,1.0,0.0,6.0,41.0
-6814865160063205794,0.0,0.0,0.0,0.0,16.0,16.0
-6810702648836067504,2.0,0.0,0.0,3.0,23.0,235.0
-6810247170272691501,0.0,0.0,0.0,1.0,12.0,16.0
-6798063491592860025,1.0,0.0,0.0,0.0,11.0,111.0
-6792965795755857419,1.0,0.0,0.0,0.0,12.0,112.0
-6783772548752091658,8.0,11.0,10.0,31.0,234.0,1518.0
-6778286518036232293,2.0,0.0,0.0,4.0,26.0,242.0
-6772940823843058601,0.0,0.0,1.0,2.0,57.0,90.0
-6772450850499951060,0.0,0.0,0.0,0.0,1.0,1.0
-6765871608738223618,1.0,0.0,0.0,2.0,14.0,122.0
-6761163882540291832,0.0,2.0,2.0,2.0,9.0,87.0
-6752460077509522132,1.0,0.0,0.0,3.0,8.0,120.0
-6742146164569753679,0.0,0.0,0.0,0.0,1.0,1.0
-6739959707791598779,3.0,0.0,0.0,2.0,17.0,325.0
-6734931185433789466,0.0,2.0,0.0,1.0,6.0,30.0
-6732229745645090645,0.0,0.0,0.0,0.0,3.0,3.0
-6728844082024523434,8.0,2.0,2.0,21.0,115.0,1069.0
-6727393385193911938,0.0,0.0,0.0,0.0,4.0,4.0
-6727357771678896471,2.0,2.0,2.0,3.0,46.0,328.0
